total_num_recurrent_mutations,score,is_tert
5.0,93.44992989847697,False
6.0,93.40932627989392,False
5.0,88.10192324873685,False
95.0,86.4463761571387,True
0.0,86.30252508101117,False
0.0,86.0,False
95.0,85.0,True
95.0,83.73144635895684,True
0.0,82.67964475870289,False
95.0,82.39362535809393,True
0.0,82.26033498852286,False
0.0,82.0,False
95.0,81.8928120359603,True
95.0,81.47853816392589,True
95.0,81.10225494302668,True
0.0,80.7206976171169,False
95.0,80.48372338047434,True
0.0,80.13004699912105,False
4.0,79.67656802970173,False
95.0,77.98660995146635,True
95.0,77.79445875901588,True
0.0,77.51590215085301,False
10.0,77.02911358982675,False
0.0,77.0,False
0.0,76.92185690338128,False
7.0,75.98255426469238,False
8.0,75.52038608119597,False
95.0,75.18494924454207,True
7.0,75.15268356652552,False
0.0,75.0,False
0.0,74.79019471774744,False
0.0,74.72034436177825,False
0.0,74.01730682957101,False
34.0,73.77452850952798,True
16.0,73.62805656555872,False
0.0,73.46108913735142,False
0.0,73.33647196979837,False
34.0,73.28117307621874,True
11.0,73.05032080219905,False
0.0,73.03171270372243,False
0.0,73.0,False
8.0,72.93609139412771,False
0.0,72.68637023505102,False
0.0,72.53970829054813,False
4.0,72.5267864887812,False
95.0,72.39009726066068,True
0.0,72.17562010208559,False
95.0,72.08048465796176,True
1.0,72.0,False
95.0,71.81599444948706,True
6.0,71.68380042183216,False
95.0,71.45673129989545,True
0.0,71.44552299442262,False
34.0,71.4413563582714,True
0.0,71.42403690207198,False
95.0,71.37270230602485,True
5.0,71.35298981864236,False
34.0,71.2798407866305,True
95.0,71.20466050435931,True
95.0,71.13278887879568,True
95.0,71.03665526663804,True
0.0,71.0,False
0.0,71.0,False
0.0,71.0,False
0.0,71.0,False
3.0,70.962255175943,False
6.0,70.94432957813075,False
95.0,70.89079090690572,True
0.0,70.86782546825121,False
0.0,70.80451787542344,False
95.0,70.6850545732114,True
0.0,70.67964475870289,False
0.0,70.63318146065482,False
0.0,70.48798031081782,False
15.0,70.37771776597447,False
95.0,70.33870236914568,True
34.0,70.3340661093036,True
95.0,70.22600854633927,True
34.0,70.21105444891253,True
95.0,70.15001916808542,True
4.0,70.08261730800919,False
95.0,70.0737044722569,True
34.0,70.06516439582228,True
95.0,70.0006514559334,True
0.0,69.72233620249705,False
0.0,69.6954625231714,False
8.0,69.63605840131811,False
0.0,69.59848163501357,False
0.0,69.5502057829854,False
15.0,69.53841645198109,False
0.0,69.3525816180139,False
0.0,69.18616160163863,False
0.0,69.12227432460325,False
0.0,69.00547277777845,False
0.0,69.0,False
0.0,69.0,False
0.0,69.0,False
0.0,68.96354887192737,False
0.0,68.94032147746127,False
0.0,68.482069645909,False
0.0,68.40015816687628,False
0.0,68.2521135042289,False
0.0,68.25081798118046,False
0.0,68.18321383218417,False
1.0,68.17413274973609,False
3.0,68.13470004562984,False
0.0,68.11087595500481,False
1.0,68.10880377543074,False
0.0,67.94755144884547,False
0.0,67.90222251528957,False
0.0,67.88187548793405,False
0.0,67.83555973460656,False
0.0,67.77124254236685,False
3.0,67.65736236662022,False
0.0,67.63475354321136,False
0.0,67.57333395937344,False
0.0,67.55876712405345,False
0.0,67.54268073382484,False
0.0,67.54096657182414,False
0.0,67.53142014466475,False
0.0,67.46999545190717,False
0.0,67.40517734108758,False
0.0,67.31880670492527,False
1.0,67.17276156491928,False
0.0,67.04005453948068,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
0.0,67.0,False
4.0,66.98269315003833,False
0.0,66.97319720435038,False
0.0,66.93203215533069,False
7.0,66.92085041761877,False
2.0,66.8149421351097,False
3.0,66.71365931422335,False
0.0,66.66536572936086,False
0.0,66.60165136868191,False
0.0,66.5653011903392,False
0.0,66.55212133799321,False
0.0,66.54058324405885,False
0.0,66.44625804154828,False
0.0,66.44372456054758,False
0.0,66.42949771937646,False
0.0,66.36295133255494,False
0.0,66.32362612429733,False
0.0,66.31748742255472,False
0.0,66.30162793083838,False
0.0,66.29412493787164,False
0.0,66.26858406434087,False
0.0,66.20306577020689,False
0.0,66.19801849755274,False
0.0,66.18343874315391,False
0.0,66.15516041890194,False
0.0,66.14664128747202,False
0.0,66.1446505933909,False
0.0,66.1337428905051,False
0.0,66.02561297018062,False
0.0,66.0,False
0.0,66.0,False
0.0,65.86709587594233,False
0.0,65.81118514424644,False
0.0,65.76786194193683,False
0.0,65.7605752245708,False
27.0,65.69487485231642,False
0.0,65.66568935459438,False
7.0,65.60790454429525,False
0.0,65.4771271959616,False
0.0,65.47569008692875,False
0.0,65.44191495513167,False
0.0,65.38705131428573,False
0.0,65.37151506548422,False
2.0,65.33893302663316,False
0.0,65.31964314763198,False
3.0,65.31580175194276,False
0.0,65.29243002588304,False
0.0,65.24821822983714,False
0.0,65.22178787799373,False
0.0,65.17739010675407,False
0.0,65.17652277561011,False
0.0,65.16550399773779,False
0.0,65.0850502279012,False
0.0,65.04949715045099,False
0.0,64.99743781312117,False
0.0,64.99664100236103,False
0.0,64.9713652339741,False
0.0,64.946886008863,False
0.0,64.9356177091021,False
0.0,64.83901067367434,False
0.0,64.82352984138416,False
0.0,64.75455822262022,False
6.0,64.73140899737078,False
0.0,64.71344456158741,False
0.0,64.65878542375357,False
1.0,64.57635522908718,False
0.0,64.50780059917506,False
0.0,64.44172372749023,False
0.0,64.39391239221088,False
0.0,64.36606069966933,False
0.0,64.35425310434215,False
1.0,64.35060584435465,False
0.0,64.32572982354871,False
2.0,64.29837782234311,False
0.0,64.29007193891809,False
0.0,64.28162176830871,False
0.0,64.25418771030672,False
0.0,64.25081798118046,False
0.0,64.24949970872224,False
0.0,64.23935412639284,False
3.0,64.23786719206241,False
0.0,64.18910974318406,False
0.0,64.143996163006,False
0.0,64.14382532427315,False
0.0,64.12644201294202,False
0.0,64.121996272822,False
1.0,64.05953003627162,False
0.0,63.99904324310837,False
0.0,63.98378644156927,False
0.0,63.956766470548445,False
0.0,63.89504097534195,False
0.0,63.88530721032802,False
0.0,63.85932563145599,False
0.0,63.85590204242551,False
0.0,63.81877551975272,False
0.0,63.79787804039421,False
0.0,63.78233657107708,False
0.0,63.7660692747148,False
0.0,63.73164727358576,False
2.0,63.71146602410129,False
0.0,63.70257761665631,False
0.0,63.68223883154718,False
0.0,63.64746623179113,False
0.0,63.60501131098856,False
0.0,63.555471819722456,False
0.0,63.51376633105451,False
0.0,63.49944240472638,False
0.0,63.43281155082192,False
0.0,63.41048512712462,False
0.0,63.40418706105476,False
1.0,63.39796005524141,False
0.0,63.38529869492116,False
0.0,63.36727213730865,False
0.0,63.33447381486033,False
0.0,63.32054211348391,False
0.0,63.30421415530345,False
0.0,63.22434577105906,False
3.0,63.20502582003046,False
0.0,63.16579283676239,False
0.0,63.14442155713857,False
0.0,63.11553317323123,False
0.0,63.09217980256578,False
0.0,63.06230972328967,False
0.0,63.04809550328145,False
0.0,63.03624611030354,False
0.0,63.0,False
0.0,62.97090355319427,False
0.0,62.90112966381071,False
95.0,62.87323438520383,True
1.0,62.87117640137589,False
0.0,62.86901447320036,False
0.0,62.86380409883403,False
3.0,62.78211835518595,False
3.0,62.78211835518595,False
0.0,62.76947012432289,False
0.0,62.753067144650345,False
0.0,62.71206004258486,False
0.0,62.61075636229661,False
0.0,62.60168433598025,False
0.0,62.58112977435013,False
0.0,62.55723116795417,False
8.0,62.5451710040503,False
2.0,62.52891098989916,False
0.0,62.52508347820723,False
0.0,62.514921504913794,False
11.0,62.46405406846037,False
1.0,62.45630381254452,False
0.0,62.41517163929438,False
95.0,62.40237366746573,True
11.0,62.39123897826832,False
0.0,62.37383453266455,False
0.0,62.36021596645791,False
1.0,62.326347010143664,False
3.0,62.30135928969811,False
3.0,62.24754857191912,False
0.0,62.23000561044335,False
0.0,62.19030272874152,False
0.0,62.07992160002327,False
1.0,62.06241572101243,False
0.0,62.02307617544885,False
1.0,62.0,False
0.0,61.98556157131257,False
0.0,61.982070480129146,False
0.0,61.96730635926494,False
0.0,61.95950134382731,False
0.0,61.95648770836329,False
0.0,61.90596644886524,False
0.0,61.80858028829003,False
0.0,61.79855791280293,False
0.0,61.79702587463729,False
0.0,61.79665600813142,False
0.0,61.76044652309626,False
0.0,61.70295780141628,False
0.0,61.68936683733317,False
0.0,61.64762219071511,False
0.0,61.61694310740995,False
0.0,61.58558453143759,False
0.0,61.53001341990144,False
0.0,61.513926326749406,False
0.0,61.49752487559743,False
0.0,61.407759298755735,False
0.0,61.40185889269138,False
0.0,61.39405961959503,False
3.0,61.38019899331603,False
0.0,61.37448515710561,False
0.0,61.35442587505589,False
0.0,61.33548655512781,False
0.0,61.33534749577286,False
1.0,61.33177542053085,False
0.0,61.31815646718943,False
0.0,61.282417901180125,False
0.0,61.28008195511465,False
0.0,61.27740484929378,False
0.0,61.27598587470165,False
0.0,61.25723303081976,False
0.0,61.25588546735352,False
0.0,61.23615105195598,False
0.0,61.13667717261141,False
0.0,61.1356363749846,False
0.0,61.08253330301428,False
0.0,61.08019660578339,False
0.0,61.07039135620879,False
0.0,61.06704082910773,False
0.0,61.06207951718181,False
0.0,61.048053767955295,False
0.0,61.04633709810992,False
0.0,61.024021106882365,False
0.0,61.01942288345074,False
1.0,61.01149046212355,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,61.0,False
0.0,60.986299984842,False
0.0,60.96777663031962,False
0.0,60.93480074761492,False
15.0,60.91230574026865,False
0.0,60.90039818586076,False
0.0,60.84379537111991,False
0.0,60.83434976537599,False
0.0,60.81766912098757,False
0.0,60.812560484091954,False
0.0,60.798471292837945,False
0.0,60.79693950487122,False
6.0,60.78334226692502,False
0.0,60.77895437652091,False
0.0,60.77554008454359,False
0.0,60.77155925194971,False
0.0,60.76772708510398,False
0.0,60.76381372252604,False
0.0,60.72316182796519,False
0.0,60.70893463212617,False
0.0,60.70223548988774,False
0.0,60.68792316465692,False
0.0,60.66387345088127,False
0.0,60.61104552495336,False
0.0,60.57313810825141,False
0.0,60.57313810825141,False
1.0,60.546069297433895,False
0.0,60.50557496756439,False
0.0,60.49944629115437,False
0.0,60.47248497307237,False
0.0,60.4711830219457,False
0.0,60.46881230374765,False
0.0,60.46551033906686,False
0.0,60.44073977953688,False
0.0,60.44037057434756,False
0.0,60.43926075372707,False
0.0,60.40242290979,False
1.0,60.39877206887569,False
0.0,60.3982666163901,False
0.0,60.36601281080297,False
0.0,60.35714175026726,False
0.0,60.348402515981405,False
0.0,60.33486646927592,False
0.0,60.32878138841317,False
0.0,60.31460797371493,False
0.0,60.31429589664785,False
0.0,60.27753985795588,False
0.0,60.266112358156725,False
0.0,60.26548883108593,False
0.0,60.26107404972922,False
0.0,60.25248406233261,False
0.0,60.24907859664404,False
0.0,60.24081216176852,False
0.0,60.21380958313922,False
0.0,60.21283910947355,False
0.0,60.2029764325481,False
0.0,60.19012641513281,False
0.0,60.16563683586942,False
0.0,60.12391808572026,False
0.0,60.055571102913134,False
0.0,60.04454604402637,False
0.0,60.04333155884083,False
0.0,60.02482536424943,False
1.0,60.0,False
0.0,59.98967976157962,False
7.0,59.96702020301297,False
0.0,59.95849989739021,False
0.0,59.94744879181148,False
0.0,59.9403391677611,False
0.0,59.88347773190924,False
0.0,59.85039889370526,False
0.0,59.818021899086176,False
0.0,59.77829759333963,False
0.0,59.76044652309626,False
0.0,59.76044652309626,False
0.0,59.744752574745576,False
0.0,59.73808534433612,False
0.0,59.726618994563296,False
0.0,59.65119484873299,False
5.0,59.64250052911906,False
0.0,59.6409677710032,False
0.0,59.629643161521926,False
0.0,59.62024739989462,False
0.0,59.614969671611775,False
0.0,59.60580590163401,False
0.0,59.58558581962754,False
0.0,59.58299953843923,False
0.0,59.572047700868,False
3.0,59.55163373403075,False
3.0,59.53687536010671,False
0.0,59.530358844013975,False
0.0,59.49667346339858,False
0.0,59.478513220557446,False
0.0,59.4770546307641,False
0.0,59.4449151891808,False
0.0,59.43822769241615,False
